,Final_text,Category
261,google doodle celebrates late algerian painter mhamed issiakhem mhamed issiakhem born 17 june 1928 died 1 december 1985,Art
262,echo naguib mahfouz fez cairo mashrabiya gallery exhibition titled qarboush echo naguib mahfouz ran 20 may 14 june,Art
263,al musiqa france first exhibition dedicated music arab world housed new philharmonie de paris spanning four month al musiqa exhibition honor voice music arab world,Art
264,mughal exhibition kabul reminder city artistic glory,Art
265,egypt second edition cairotronica probe future medium art cairotronica took place earlier month invited audience engage interactive installation exploring electronic medium art though different platform across cairo,Art
266,exhibition running ramadan cairo gallery ahram online list recommended visual art exhibition run ramadan,Art
267,aya tarek ’ sprezzatura solo show cairo effort abandon aya tarek ’ sprezzatura exhibition pose many question try connect would otherwise arbitrary collection work,Art
268,art alert echo naguib mahfouz tarboush cairo mashrabia gallery upcoming exhibition qarm qart artist work provide profound unique reading naguib mahfouzs renowned cairo trilogy,Art
269,art alert cachette multimedia group exhibition darb 1718 exhibition feature work six woman showcasing recent work,Art
270,art alert spectrum interactive installation cairo ’ goethe institute audienceinteractive installation heba abu elela jacqueline george includes light sound sculpture,Art
271,experimental time mental game cairo h g exhibition ubuntu art gallery held hakeem abu kila ’ exhibition 4 25 april,Art
272,art alert impression exhibition arcade gallery exhibition includes artwork shannon brinkley solange roberdeau,Art
273,second cairotronica medium art festival open zamalek saturday festival present international artistic academic programme includes exhibition workshop performance talk screening,Art
274,art alert ahmed hayman ’ story syrian woman shared unique photo exhibit book exhibition take place beit elsura,Art
275,art alert youssef ragheb ’ full fathom five exhibiton cairo ’ soma gallery exhibition includes text image youssef ragheb theme death transformation metamorphosis,Art
276,art alert joint exhibition ahmed sabry wessam quraish arcade gallery,Art
277,art alert symposium art liberty group cairo ’ townhouse gallery symposium convened art reoriented curator behind international exhibition art liberty group,Art
278,winner annual adam henein prize sculpture announced year award included scholarship trip italy learn technique local sculptor,Art
279,first van gogh 20 year go hammer paris,Art
280,art alert kamal elfiky ’ sculpture cairo ’ zamalek gallery artist latetst exhibtion macrophobia open 1 april,Art
281,art alert artist aya tarek display latest work cairo ’ soma gallery exhibition titled aya tareks sprezzatura build notion studied carelessness,Art
282,eternal light art exhibition go london success egyptian museum exhibition seek create dynamic conversation contemporary art ancient culture,Art
283,art alert cairo ’ picasso gallery host parallel solo helmy eltoni gamal meleka artist distinctly different style yet exhibition share aspect storytelling link heritage,Art
284,sculptor ambassador indian artist tutu pattnaik 23rd aswan sculpture symposium symposium ran 22 january 9 march featuring four international artist 12 egyptian,Art
285,art alert cairo ’ ubuntu gallery launch parellel show three egyptian artist exhibition mehri khalil elhusseiny aly nehad saeed reference egyptian artist paris egyptian mural art abstract work influenced freud,Art
286,art alert fayoums lake qarun focus cairo mashrabia gallery work xavier puigmartí showcased mashrabia carry major theme landscape,Art
287,art alert nihal wahbys lucid realm exhibition hanager art centre exhibition open 21 february run 2 march,Art
288,alone together ceramic exhibition explores rarest form lovemaking anita toth khaled serag share passion ceramic exhibition held ubuntu gallery cairo,Art
289,egyptian artist jasmina metwaly hold solo exhibition berlin exhibition titled worried least open berlin savvy contemporary,Art
290,hope traveler subdued colour sharp figure solo exhibition painting sculpture egyptian artist hady boraey run art talk 25 february,Art
291,cairo aleppo photograph middle east victoria albert museum london march va exhibit rare early20th century topographical photograph middle east,Art
292,art alert assem abdel fattah ’ painting cairo ’ easel camera abdel fattah seasoned artist active art scene since late 1970s,Art
293,art alert artist yasmine elmeleegy ’ first solo cairo ’ townhouse gallery,Art
294,art alert cairo medrar exhibit swiss cinema experiment 60 today exhibition feature 21 film include artist talk medrar cimatheque,Art
295,joyful wood egyptian sculptor gamal abdel nasser explores face ‘ face ’ title new solo exhibition established egyptian sculptor gamal abdel nasser currently show zamalek art gallery,Art
296,egyptian artist nadia sirry awarded international prize leonardo da vinci – universal artist special ceremony florence prize awarded several artist around world recognition creative merit sirry egyptian among,Art
297,art alert hossam dirar ’ handpainted vintage photograph cairo soma gallery collection image take starting point description de l ’ égypte published several volume 1809 1829,Art
298,photo samir fouad ’ painting cairo ofok gallery exhibition run 11 february feature fouads work 2002 2018 focus local culture societal change time,Art
299,art alert hady boraeys painting cairo art talk gallery artist third solo art talk pick momentum art scene,Art
300,23rd aswan international sculpture symposium get underway edition run 22 january 9 march aswan,Art
